
<!DOCTYPE html PUBLIC "-//W3C//DTD HTML 4.01 Transitional//EN" "http://www.w3.org/TR/html4/loose.dtd">









<html>
<head>
<meta http-equiv="Content-Type" content="text/html; charset=ISO-8859-1">
<title>Insert title here</title>
</head>
<body>
"obstime","tempr","rh","ws","wd","ap"
2012-02-06 03:00:00,-4.98,42.3,11.62,215.64,970
2012-02-06 04:00:00,-4.32,41.78,11.22,225.64,970.07
2012-02-06 05:00:00,-2.96,35.61,9.8,230.39,970.97
2012-02-06 06:00:00,-3.02,39.44,10.8,216.18,971
2012-02-06 07:00:00,-1.86,34.57,10.76,234.7,971.01
2012-02-06 08:00:00,-0.89,33.97,9.71,243.4,971.45
2012-02-06 09:00:00,0.14,32.9,8.75,250.38,971.79
2012-02-06 10:00:00,0.84,33.65,8.09,257,972
2012-02-06 11:00:00,1.16,31.22,10.11,261.53,972
2012-02-06 12:00:00,1.29,32.15,8.66,270.15,972
2012-02-06 13:00:00,1.66,34.19,6.91,285.23,972
2012-02-06 14:00:00,1.42,47.13,2.88,55.85,972
2012-02-06 15:00:00,1.22,50.15,2.31,54.26,972
2012-02-06 16:00:00,0.45,54.36,2.37,95.16,972
2012-02-06 17:00:00,-0.26,58.91,1.66,71.41,972
2012-02-06 18:00:00,-0.68,45.52,4.06,224.48,972
2012-02-06 19:00:00,-1.9,42.3,7.55,218.91,972
2012-02-06 20:00:00,-2.71,41.24,9.51,204.88,972
2012-02-06 21:00:00,-3.72,40.73,12.39,197.96,972
2012-02-06 22:00:00,-4.29,41.05,13.13,198.46,972
2012-02-06 23:00:00,-4.83,41.19,13.55,194.22,972
2012-02-07 00:00:00,-5.43,41.31,13.91,190.75,972
2012-02-07 01:00:00,-5.45,39.04,14.74,192.7,971.95
2012-02-07 02:00:00,-5.63,40.05,14.89,192.24,971.59
2012-02-07 03:00:00,-5.99,42.68,14.02,191.83,971.54
2012-02-07 04:00:00,-5.04,38.84,14.66,195.16,971.17
2012-02-07 05:00:00,-4.16,37.31,13.1,204.21,972
2012-02-07 06:00:00,-3.67,39.73,11.8,207.54,972
2012-02-07 07:00:00,-2.85,36.86,11.67,210.08,972
2012-02-07 08:00:00,-1.69,34.75,9.82,230.64,972.71
2012-02-07 09:00:00,-1.24,37.41,9.13,246.23,973
2012-02-07 10:00:00,-1.02,33.78,9.71,248.18,973.67
2012-02-07 11:00:00,-0.73,31.51,9.05,258.07,974
2012-02-07 12:00:00,-0.63,29.13,7.44,269.35,974.75
2012-02-07 13:00:00,-0.54,31.72,6.53,288.87,974.99
2012-02-07 14:00:00,-1.32,39.85,7.07,284.39,974.98
2012-02-07 15:00:00,-1.85,44.88,6.32,286.38,975.11
2012-02-07 16:00:00,-3.07,50.91,5.35,310.32,976
